id,Day,ROUTE_SURVEYEDCode
5948.0,Tuesday,UTA_1_2_00
6067.0,Tuesday,UTA_1_47_00
6073.0,Wednesday,UTA_1_750_01
6077.0,Wednesday,UTA_1_47_00
6078.0,Wednesday,UTA_1_220_00
6084.0,Wednesday,UTA_1_47_00
6085.0,Wednesday,UTA_1_750_01
6087.0,Wednesday,UTA_1_750_01
6089.0,Wednesday,UTA_1_47_00
6090.0,Wednesday,UTA_1_750_01
6091.0,Wednesday,UTA_1_220_00
6093.0,Wednesday,UTA_1_703_01
6095.0,Wednesday,UTA_1_750_01
6096.0,Wednesday,UTA_1_750_01
6101.0,Wednesday,UTA_1_701_01
6103.0,Wednesday,UTA_1_220_00
6107.0,Wednesday,UTA_1_750_01
6109.0,Wednesday,UTA_1_701_00
6119.0,Wednesday,UTA_1_701_00
6121.0,Wednesday,UTA_1_701_01
6123.0,Wednesday,UTA_1_703_01
6126.0,Wednesday,UTA_1_703_00
6128.0,Wednesday,UTA_1_701_00
6129.0,Wednesday,UTA_1_701_00
6138.0,Wednesday,UTA_1_701_00
6142.0,Wednesday,UTA_1_701_00
6143.0,Wednesday,UTA_1_701_01
6145.0,Wednesday,UTA_1_703_00
6146.0,Wednesday,UTA_1_750_00
6149.0,Wednesday,UTA_1_220_01
6153.0,Wednesday,UTA_1_750_00
6154.0,Wednesday,UTA_1_701_00
6156.0,Wednesday,UTA_1_701_01
6160.0,Wednesday,UTA_1_703_00
6161.0,Wednesday,UTA_1_701_00
6163.0,Wednesday,UTA_1_220_01
6164.0,Wednesday,UTA_1_701_01
6165.0,Wednesday,UTA_1_701_00
6169.0,Wednesday,UTA_1_701_01
6170.0,Wednesday,UTA_1_701_01
6171.0,Wednesday,UTA_1_220_01
6175.0,Wednesday,UTA_1_701_01
6176.0,Wednesday,UTA_1_750_00
6177.0,Wednesday,UTA_1_703_00
6178.0,Wednesday,UTA_1_750_00
6180.0,Wednesday,UTA_1_220_00
6181.0,Wednesday,UTA_1_701_01
6182.0,Wednesday,UTA_1_701_01
6183.0,Wednesday,UTA_1_701_00
6184.0,Wednesday,UTA_1_703_00
6187.0,Wednesday,UTA_1_220_01
6189.0,Wednesday,UTA_1_701_01
6191.0,Wednesday,UTA_1_701_01
6193.0,Wednesday,UTA_1_701_00
6195.0,Wednesday,UTA_1_703_01
6198.0,Wednesday,UTA_1_703_01
6200.0,Wednesday,UTA_1_701_01
6207.0,Wednesday,UTA_1_703_01
6208.0,Wednesday,UTA_1_703_01
6210.0,Wednesday,UTA_1_701_01
6213.0,Wednesday,UTA_1_703_01
6214.0,Wednesday,UTA_1_703_01
6217.0,Wednesday,UTA_1_701_01
6221.0,Wednesday,UTA_1_1_00
6224.0,Wednesday,UTA_1_703_01
6225.0,Wednesday,UTA_1_220_01
6226.0,Wednesday,UTA_1_750_01
6227.0,Wednesday,UTA_1_701_01
6229.0,Wednesday,UTA_1_750_01
6232.0,Wednesday,UTA_1_750_01
6234.0,Wednesday,UTA_1_701_01
6236.0,Wednesday,UTA_1_701_01
6237.0,Wednesday,UTA_1_701_00
6238.0,Wednesday,UTA_1_701_01
6244.0,Wednesday,UTA_1_750_01
6245.0,Wednesday,UTA_1_750_01
6248.0,Wednesday,UTA_1_701_01
6250.0,Wednesday,UTA_1_701_01
6256.0,Wednesday,UTA_1_701_01
6260.0,Wednesday,UTA_1_750_01
6261.0,Wednesday,UTA_1_701_00
6263.0,Wednesday,UTA_1_701_01
6265.0,Wednesday,UTA_1_701_01
6266.0,Wednesday,UTA_1_220_00
6269.0,Wednesday,UTA_1_701_00
6270.0,Wednesday,UTA_1_750_01
6275.0,Wednesday,UTA_1_220_00
6280.0,Wednesday,UTA_1_701_00
6283.0,Wednesday,UTA_1_750_01
6289.0,Wednesday,UTA_1_701_01
6290.0,Wednesday,UTA_1_701_00
6291.0,Wednesday,UTA_1_750_01
6293.0,Wednesday,UTA_1_701_00
6304.0,Wednesday,UTA_1_701_00
6307.0,Wednesday,UTA_1_701_00
6308.0,Wednesday,UTA_1_701_00
6309.0,Wednesday,UTA_1_220_00
6310.0,Wednesday,UTA_1_701_00
6311.0,Wednesday,UTA_1_701_00
6312.0,Wednesday,UTA_1_701_00
6314.0,Wednesday,UTA_1_701_00
6315.0,Wednesday,UTA_1_701_00
6316.0,Wednesday,UTA_1_701_00
6318.0,Wednesday,UTA_1_701_01
6319.0,Wednesday,UTA_1_703_01
6321.0,Wednesday,UTA_1_701_00
6322.0,Wednesday,UTA_1_701_01
6326.0,Wednesday,UTA_1_750_01
6327.0,Wednesday,UTA_1_750_01
6328.0,Wednesday,UTA_1_701_00
6329.0,Wednesday,UTA_1_701_00
6331.0,Wednesday,UTA_1_703_01
6333.0,Wednesday,UTA_1_701_01
6335.0,Wednesday,UTA_1_750_01
6337.0,Wednesday,UTA_1_701_00
6339.0,Wednesday,UTA_1_703_01
6342.0,Wednesday,UTA_1_701_00
6343.0,Wednesday,UTA_1_703_01
6347.0,Wednesday,UTA_1_750_01
6349.0,Wednesday,UTA_1_703_00
6352.0,Wednesday,UTA_1_701_00
6355.0,Wednesday,UTA_1_703_00
6356.0,Wednesday,UTA_1_701_00
6362.0,Wednesday,UTA_1_701_01
6363.0,Wednesday,UTA_1_701_01
6364.0,Wednesday,UTA_1_220_01
6366.0,Wednesday,UTA_1_703_00
6367.0,Wednesday,UTA_1_701_01
6371.0,Wednesday,UTA_1_701_01
6372.0,Wednesday,UTA_1_701_01
6374.0,Wednesday,UTA_1_220_01
6376.0,Wednesday,UTA_1_701_01
6377.0,Wednesday,UTA_1_703_00
6379.0,Wednesday,UTA_1_701_01
6383.0,Wednesday,UTA_1_703_00
6385.0,Wednesday,UTA_1_701_01
6391.0,Wednesday,UTA_1_701_01
6393.0,Wednesday,UTA_1_703_00
6395.0,Wednesday,UTA_1_701_01
6397.0,Wednesday,UTA_1_750_00
6398.0,Wednesday,UTA_1_701_00
6399.0,Wednesday,UTA_1_701_01
6404.0,Wednesday,UTA_1_701_01
6405.0,Wednesday,UTA_1_703_01
6409.0,Wednesday,UTA_1_703_01
6411.0,Wednesday,UTA_1_701_00
6412.0,Wednesday,UTA_1_704_00
6413.0,Wednesday,UTA_1_701_00
6416.0,Wednesday,UTA_1_703_01
6417.0,Wednesday,UTA_1_701_00
6418.0,Wednesday,UTA_1_750_00
6420.0,Wednesday,UTA_1_750_00
6422.0,Wednesday,UTA_1_701_00
6425.0,Wednesday,UTA_1_703_01
6428.0,Wednesday,UTA_1_701_00
6430.0,Wednesday,UTA_1_701_00
6434.0,Wednesday,UTA_1_750_00
6435.0,Wednesday,UTA_1_703_01
6436.0,Wednesday,UTA_1_750_00
6437.0,Wednesday,UTA_1_701_01
6438.0,Wednesday,UTA_1_701_00
6439.0,Wednesday,UTA_1_850_01
6441.0,Wednesday,UTA_1_701_00
6442.0,Wednesday,UTA_1_701_00
6444.0,Wednesday,UTA_1_701_00
6445.0,Wednesday,UTA_1_701_00
6446.0,Wednesday,UTA_1_750_00
6447.0,Wednesday,UTA_1_750_00
6448.0,Wednesday,UTA_1_701_00
6449.0,Wednesday,UTA_1_701_01
6450.0,Wednesday,UTA_1_750_00
6451.0,Wednesday,UTA_1_750_00
6452.0,Wednesday,UTA_1_701_00
6454.0,Wednesday,UTA_1_701_01
6455.0,Wednesday,UTA_1_701_00
6458.0,Wednesday,UTA_1_1_01
6460.0,Wednesday,UTA_1_701_01
6462.0,Wednesday,UTA_1_701_01
6464.0,Wednesday,UTA_1_701_00
6468.0,Wednesday,UTA_1_750_00
6471.0,Wednesday,UTA_1_701_00
6472.0,Wednesday,UTA_1_701_01
6478.0,Wednesday,UTA_1_750_00
6480.0,Wednesday,UTA_1_701_01
6482.0,Wednesday,UTA_1_701_01
6484.0,Wednesday,UTA_1_701_00
6487.0,Wednesday,UTA_1_701_01
6488.0,Wednesday,UTA_1_701_01
6493.0,Wednesday,UTA_1_701_01
6494.0,Wednesday,UTA_1_701_01
6495.0,Wednesday,UTA_1_701_01
6499.0,Wednesday,UTA_1_701_00
6504.0,Wednesday,UTA_1_701_00
6508.0,Wednesday,UTA_1_750_00
6510.0,Wednesday,UTA_1_701_00
6512.0,Wednesday,UTA_1_701_00
6513.0,Wednesday,UTA_1_701_01
6523.0,Wednesday,UTA_1_701_00
6528.0,Wednesday,UTA_1_701_01
6530.0,Wednesday,UTA_1_701_01
6532.0,Wednesday,UTA_1_701_00
6534.0,Wednesday,UTA_1_701_01
6538.0,Wednesday,UTA_1_701_01
6539.0,Wednesday,UTA_1_701_01
6540.0,Wednesday,UTA_1_701_00
6546.0,Wednesday,UTA_1_209_00
6548.0,Wednesday,UTA_1_701_00
6550.0,Wednesday,UTA_1_701_00
6553.0,Wednesday,UTA_1_701_00
6557.0,Wednesday,UTA_1_750_00
6558.0,Wednesday,UTA_1_701_00
6560.0,Wednesday,UTA_1_209_00
6564.0,Wednesday,UTA_1_209_01
6565.0,Wednesday,UTA_1_701_00
6568.0,Wednesday,UTA_1_701_00
6569.0,Wednesday,UTA_1_701_00
6576.0,Wednesday,UTA_1_701_00
6578.0,Wednesday,UTA_1_701_00
6579.0,Wednesday,UTA_1_701_00
6580.0,Wednesday,UTA_1_750_00
6584.0,Wednesday,UTA_1_701_00
6585.0,Wednesday,UTA_1_701_00
6588.0,Wednesday,UTA_1_209_00
6589.0,Wednesday,UTA_1_701_00
6597.0,Wednesday,UTA_1_750_00
6598.0,Wednesday,UTA_1_703_01
6599.0,Wednesday,UTA_1_701_00
6600.0,Wednesday,UTA_1_701_00
6603.0,Wednesday,UTA_1_704_01
6605.0,Wednesday,UTA_1_701_00
6606.0,Wednesday,UTA_1_701_01
6609.0,Wednesday,UTA_1_209_00
6610.0,Wednesday,UTA_1_750_00
6611.0,Wednesday,UTA_1_209_00
6612.0,Wednesday,UTA_1_701_00
6615.0,Wednesday,UTA_1_701_00
6617.0,Wednesday,UTA_1_209_00
6619.0,Wednesday,UTA_1_701_00
6620.0,Wednesday,UTA_1_701_00
6621.0,Wednesday,UTA_1_701_01
6622.0,Wednesday,UTA_1_701_01
6627.0,Wednesday,UTA_1_209_00
6628.0,Wednesday,UTA_1_701_00
6629.0,Wednesday,UTA_1_750_00
6630.0,Wednesday,UTA_1_209_01
6632.0,Wednesday,UTA_1_209_00
6635.0,Wednesday,UTA_1_209_01
6638.0,Wednesday,UTA_1_701_01
6643.0,Wednesday,UTA_1_209_00
6644.0,Wednesday,UTA_1_209_01
6645.0,Wednesday,UTA_1_701_01
6647.0,Wednesday,UTA_1_750_01
6649.0,Wednesday,UTA_1_701_01
6650.0,Wednesday,UTA_1_209_00
6654.0,Wednesday,UTA_1_701_01
6655.0,Wednesday,UTA_1_701_00
6656.0,Wednesday,UTA_1_701_00
6659.0,Wednesday,UTA_1_704_01
6661.0,Wednesday,UTA_1_209_00
6662.0,Wednesday,UTA_1_209_01
6666.0,Wednesday,UTA_1_701_00
6671.0,Wednesday,UTA_1_209_01
6673.0,Wednesday,UTA_1_750_01
6675.0,Wednesday,UTA_1_701_01
6679.0,Wednesday,UTA_1_701_00
6680.0,Wednesday,UTA_1_701_00
6683.0,Wednesday,UTA_1_209_00
6685.0,Wednesday,UTA_1_750_01
6686.0,Wednesday,UTA_1_209_00
6687.0,Wednesday,UTA_1_209_01
6688.0,Wednesday,UTA_1_750_00
6689.0,Wednesday,UTA_1_209_01
6693.0,Wednesday,UTA_1_701_00
6694.0,Wednesday,UTA_1_701_01
6699.0,Wednesday,UTA_1_701_00
6701.0,Wednesday,UTA_1_701_00
6704.0,Wednesday,UTA_1_209_01
6705.0,Wednesday,UTA_1_209_01
6707.0,Wednesday,UTA_1_750_01
6708.0,Wednesday,UTA_1_209_00
6709.0,Wednesday,UTA_1_701_00
6710.0,Wednesday,UTA_1_209_01
6712.0,Wednesday,UTA_1_209_01
6718.0,Wednesday,UTA_1_701_00
6720.0,Wednesday,UTA_1_701_00
6722.0,Wednesday,UTA_1_209_01
6724.0,Wednesday,UTA_1_701_01
6725.0,Wednesday,UTA_1_509_01
6726.0,Wednesday,UTA_1_209_01
6728.0,Wednesday,UTA_1_209_00
6731.0,Wednesday,UTA_1_209_01
6732.0,Wednesday,UTA_1_509_01
6734.0,Wednesday,UTA_1_209_01
6735.0,Wednesday,UTA_1_701_01
6740.0,Wednesday,UTA_1_701_00
6741.0,Wednesday,UTA_1_209_00
6742.0,Wednesday,UTA_1_509_01
6743.0,Wednesday,UTA_1_701_01
6748.0,Wednesday,UTA_1_209_01
6749.0,Wednesday,UTA_1_509_01
6750.0,Wednesday,UTA_1_209_00
6752.0,Wednesday,UTA_1_701_01
6756.0,Wednesday,UTA_1_209_00
6758.0,Wednesday,UTA_1_509_01
6760.0,Wednesday,UTA_1_701_01
6761.0,Wednesday,UTA_1_701_00
6762.0,Wednesday,UTA_1_209_00
6766.0,Wednesday,UTA_1_509_01
6768.0,Wednesday,UTA_1_220_00
6769.0,Wednesday,UTA_1_701_01
6770.0,Wednesday,UTA_1_701_00
6771.0,Wednesday,UTA_1_209_00
6772.0,Wednesday,UTA_1_701_01
6774.0,Wednesday,UTA_1_509_00
6775.0,Wednesday,UTA_1_701_01
6779.0,Wednesday,UTA_1_701_00
6780.0,Wednesday,UTA_1_209_00
6782.0,Wednesday,UTA_1_750_01
6783.0,Wednesday,UTA_1_209_01
6785.0,Wednesday,UTA_1_701_01
6786.0,Wednesday,UTA_1_701_00
6790.0,Wednesday,UTA_1_209_00
6791.0,Wednesday,UTA_1_220_00
6792.0,Wednesday,UTA_1_209_00
6793.0,Wednesday,UTA_1_209_00
6794.0,Wednesday,UTA_1_509_00
6795.0,Wednesday,UTA_1_701_00
6796.0,Wednesday,UTA_1_220_00
6800.0,Wednesday,UTA_1_209_00
6801.0,Wednesday,UTA_1_209_01
6803.0,Wednesday,UTA_1_209_00
6805.0,Wednesday,UTA_1_209_00
6806.0,Wednesday,UTA_1_220_00
6809.0,Wednesday,UTA_1_509_00
6810.0,Wednesday,UTA_1_209_01
6811.0,Wednesday,UTA_1_209_00
6814.0,Wednesday,UTA_1_209_00
6816.0,Wednesday,UTA_1_701_00
6820.0,Wednesday,UTA_1_209_00
6822.0,Wednesday,UTA_1_209_01
6826.0,Wednesday,UTA_1_209_00
6827.0,Wednesday,UTA_1_701_01
6828.0,Wednesday,UTA_1_209_00
6829.0,Wednesday,UTA_1_701_01
6831.0,Wednesday,UTA_1_703_00
6833.0,Wednesday,UTA_1_209_01
6834.0,Wednesday,UTA_1_209_00
6839.0,Wednesday,UTA_1_209_00
6841.0,Wednesday,UTA_1_701_00
6845.0,Wednesday,UTA_1_209_01
6846.0,Wednesday,UTA_1_701_01
6847.0,Wednesday,UTA_1_750_01
6851.0,Wednesday,UTA_1_750_01
6854.0,Wednesday,UTA_1_509_01
6856.0,Wednesday,UTA_1_209_01
6858.0,Wednesday,UTA_1_209_01
6862.0,Wednesday,UTA_1_209_01
6867.0,Wednesday,UTA_1_209_01
6868.0,Wednesday,UTA_1_220_01
6869.0,Wednesday,UTA_1_209_01
6870.0,Wednesday,UTA_1_701_00
6872.0,Wednesday,UTA_1_701_00
6873.0,Wednesday,UTA_1_209_01
6874.0,Wednesday,UTA_1_750_00
6875.0,Wednesday,UTA_1_701_00
6877.0,Wednesday,UTA_1_701_00
6879.0,Wednesday,UTA_1_220_01
6882.0,Wednesday,UTA_1_209_00
6887.0,Wednesday,UTA_1_209_01
6889.0,Wednesday,UTA_1_209_01
6890.0,Wednesday,UTA_1_750_00
6892.0,Wednesday,UTA_1_209_01
6896.0,Wednesday,UTA_1_750_00
6898.0,Wednesday,UTA_1_701_00
6899.0,Wednesday,UTA_1_200_01
6900.0,Wednesday,UTA_1_750_00
6902.0,Wednesday,UTA_1_47_00
6905.0,Wednesday,UTA_1_750_00
6907.0,Wednesday,UTA_1_220_01
6908.0,Wednesday,UTA_1_701_01
6909.0,Wednesday,UTA_1_701_00
6911.0,Wednesday,UTA_1_47_00
6915.0,Wednesday,UTA_1_701_00
6916.0,Wednesday,UTA_1_701_00
6917.0,Wednesday,UTA_1_509_00
6918.0,Wednesday,UTA_1_701_00
6923.0,Wednesday,UTA_1_701_00
6924.0,Wednesday,UTA_1_701_01
6925.0,Wednesday,UTA_1_701_01
6927.0,Wednesday,UTA_1_209_00
6932.0,Wednesday,UTA_1_209_01
6934.0,Wednesday,UTA_1_209_01
6939.0,Wednesday,UTA_1_701_00
6945.0,Wednesday,UTA_1_209_00
6946.0,Wednesday,UTA_1_701_00
6949.0,Wednesday,UTA_1_701_01
6951.0,Wednesday,UTA_1_209_01
6952.0,Wednesday,UTA_1_701_01
6954.0,Wednesday,UTA_1_1_01
6957.0,Thursday,UTA_1_750_00
6958.0,Thursday,UTA_1_750_00
6961.0,Thursday,UTA_1_2_00
6963.0,Thursday,UTA_1_2_01
6964.0,Thursday,UTA_1_220_01
6965.0,Thursday,UTA_1_209_00
6966.0,Thursday,UTA_1_750_01
6970.0,Thursday,UTA_1_750_01
6971.0,Thursday,UTA_1_750_00
6972.0,Thursday,UTA_1_209_00
6975.0,Thursday,UTA_1_750_01
6977.0,Thursday,UTA_1_209_00
6978.0,Thursday,UTA_1_2_01
6979.0,Thursday,UTA_1_750_01
6981.0,Thursday,UTA_1_750_00
6983.0,Thursday,UTA_1_750_00
6988.0,Thursday,UTA_1_750_01
6989.0,Thursday,UTA_1_2_00
6990.0,Thursday,UTA_1_750_01
6991.0,Thursday,UTA_1_750_01
6992.0,Thursday,UTA_1_750_00
6993.0,Thursday,UTA_1_750_00
6994.0,Thursday,UTA_1_750_01
6996.0,Thursday,UTA_1_750_01
6997.0,Thursday,UTA_1_750_01
7000.0,Thursday,UTA_1_750_01
7003.0,Thursday,UTA_1_750_01
7004.0,Thursday,UTA_1_2_00
7006.0,Thursday,UTA_1_2_00
7011.0,Thursday,UTA_1_750_00
7016.0,Thursday,UTA_1_209_00
7019.0,Thursday,UTA_1_750_00
7020.0,Thursday,UTA_1_209_00
7022.0,Thursday,UTA_1_209_00
7024.0,Thursday,UTA_1_209_01
7025.0,Thursday,UTA_1_750_01
7028.0,Thursday,UTA_1_750_00
7029.0,Thursday,UTA_1_220_01
7030.0,Thursday,UTA_1_750_01
7031.0,Thursday,UTA_1_2_00
7034.0,Thursday,UTA_1_750_00
7036.0,Thursday,UTA_1_220_01
7041.0,Thursday,UTA_1_750_00
7042.0,Thursday,UTA_1_750_00
7044.0,Thursday,UTA_1_220_01
7045.0,Thursday,UTA_1_750_01
7046.0,Thursday,UTA_1_750_00
7048.0,Thursday,UTA_1_750_00
7050.0,Thursday,UTA_1_2_00
7052.0,Thursday,UTA_1_209_01
7053.0,Thursday,UTA_1_220_01
7055.0,Thursday,UTA_1_701_00
7058.0,Thursday,UTA_1_2_00
7059.0,Thursday,UTA_1_750_01
7060.0,Thursday,UTA_1_750_01
7062.0,Thursday,UTA_1_750_01
7064.0,Thursday,UTA_1_2_01
7068.0,Thursday,UTA_1_701_00
7071.0,Thursday,UTA_1_750_01
7072.0,Thursday,UTA_1_750_00
7075.0,Thursday,UTA_1_750_01
7076.0,Thursday,UTA_1_750_01
7077.0,Thursday,UTA_1_2_01
7079.0,Thursday,UTA_1_209_01
7081.0,Thursday,UTA_1_2_00
7082.0,Thursday,UTA_1_750_00
7085.0,Thursday,UTA_1_750_01
7086.0,Thursday,UTA_1_209_00
7087.0,Thursday,UTA_1_209_01
7088.0,Thursday,UTA_1_209_01
7089.0,Thursday,UTA_1_750_01
7095.0,Thursday,UTA_1_750_01
7097.0,Thursday,UTA_1_750_00
7102.0,Thursday,UTA_1_2_00
7103.0,Thursday,UTA_1_209_00
7110.0,Thursday,UTA_1_750_00
7111.0,Thursday,UTA_1_2_00
7112.0,Thursday,UTA_1_750_01
7116.0,Thursday,UTA_1_209_00
7117.0,Thursday,UTA_1_750_00
7118.0,Thursday,UTA_1_209_01
7120.0,Thursday,UTA_1_2_00
7123.0,Thursday,UTA_1_750_01
7124.0,Thursday,UTA_1_209_00
7125.0,Thursday,UTA_1_209_01
7127.0,Thursday,UTA_1_220_00
7128.0,Thursday,UTA_1_2_01
7129.0,Thursday,UTA_1_209_01
7130.0,Thursday,UTA_1_750_00
7131.0,Thursday,UTA_1_209_00
7135.0,Thursday,UTA_1_209_01
7136.0,Thursday,UTA_1_750_01
7138.0,Thursday,UTA_1_209_00
7149.0,Thursday,UTA_1_201_01
7151.0,Thursday,UTA_1_509_01
7152.0,Thursday,UTA_1_209_00
7156.0,Thursday,UTA_1_701_00
7158.0,Thursday,UTA_1_2_00
7159.0,Thursday,UTA_1_750_01
7162.0,Thursday,UTA_1_2_01
7165.0,Thursday,UTA_1_209_00
7178.0,Thursday,UTA_1_209_01
7182.0,Thursday,UTA_1_209_01
7183.0,Thursday,UTA_1_209_00
7184.0,Thursday,UTA_1_750_01
7187.0,Thursday,UTA_1_220_01
7190.0,Thursday,UTA_1_701_01
7192.0,Thursday,UTA_1_209_01
7196.0,Thursday,UTA_1_750_01
7197.0,Thursday,UTA_1_220_01
7199.0,Thursday,UTA_1_701_00
7200.0,Thursday,UTA_1_62_00
7201.0,Thursday,UTA_1_2_01
7203.0,Thursday,UTA_1_209_01
7207.0,Thursday,UTA_1_220_01
7208.0,Thursday,UTA_1_209_01
7209.0,Thursday,UTA_1_209_00
7210.0,Thursday,UTA_1_701_01
7215.0,Thursday,UTA_1_750_01
7216.0,Thursday,UTA_1_220_01
7217.0,Thursday,UTA_1_701_00
7219.0,Thursday,UTA_1_209_00
7221.0,Thursday,UTA_1_701_00
7222.0,Thursday,UTA_1_220_01
7226.0,Thursday,UTA_1_701_00
7229.0,Thursday,UTA_1_701_00
7230.0,Thursday,UTA_1_750_01
7231.0,Thursday,UTA_1_701_00
7238.0,Thursday,UTA_1_47_00
7239.0,Thursday,UTA_1_2_00
7240.0,Thursday,UTA_1_750_01
7248.0,Thursday,UTA_1_47_01
7250.0,Thursday,UTA_1_2_00
7252.0,Thursday,UTA_1_701_00
7254.0,Thursday,UTA_1_47_00
7256.0,Thursday,UTA_1_2_00
7260.0,Thursday,UTA_1_701_00
7261.0,Thursday,UTA_1_209_00
7262.0,Thursday,UTA_1_47_00
7268.0,Thursday,UTA_1_701_01
7269.0,Thursday,UTA_1_2_01
7271.0,Thursday,UTA_1_47_00
7272.0,Thursday,UTA_1_701_00
7274.0,Thursday,UTA_1_209_00
7275.0,Thursday,UTA_1_701_01
7279.0,Thursday,UTA_1_701_00
7280.0,Thursday,UTA_1_209_01
7282.0,Thursday,UTA_1_701_01
7285.0,Thursday,UTA_1_209_00
7290.0,Thursday,UTA_1_701_01
7293.0,Thursday,UTA_1_701_00
7294.0,Thursday,UTA_1_47_01
7297.0,Thursday,UTA_1_701_01
7303.0,Thursday,UTA_1_701_00
7304.0,Thursday,UTA_1_209_00
7305.0,Thursday,UTA_1_209_01
7307.0,Thursday,UTA_1_701_01
7312.0,Thursday,UTA_1_209_00
7314.0,Thursday,UTA_1_701_01
7317.0,Thursday,UTA_1_701_00
7321.0,Thursday,UTA_1_703_01
7322.0,Thursday,UTA_1_47_01
7328.0,Thursday,UTA_1_47_01
7329.0,Thursday,UTA_1_701_01
7330.0,Thursday,UTA_1_750_00
7336.0,Thursday,UTA_1_47_01
7338.0,Thursday,UTA_1_2_00
7339.0,Thursday,UTA_1_703_00
7341.0,Thursday,UTA_1_701_01
7343.0,Thursday,UTA_1_47_01
7344.0,Thursday,UTA_1_750_01
7347.0,Thursday,UTA_1_701_01
7348.0,Thursday,UTA_1_2_00
7350.0,Thursday,UTA_1_47_01
7351.0,Thursday,UTA_1_2_01
7352.0,Thursday,UTA_1_703_00
7354.0,Thursday,UTA_1_750_00
7355.0,Thursday,UTA_1_47_01
7357.0,Thursday,UTA_1_703_00
7361.0,Thursday,UTA_1_2_01
7362.0,Thursday,UTA_1_47_00
7368.0,Thursday,UTA_1_750_01
7369.0,Thursday,UTA_1_701_01
7370.0,Thursday,UTA_1_455_00
7371.0,Thursday,UTA_1_750_01
7373.0,Thursday,UTA_1_701_01
7375.0,Thursday,UTA_1_701_00
7377.0,Thursday,UTA_1_750_01
7378.0,Thursday,UTA_1_701_01
7390.0,Thursday,UTA_1_209_01
7391.0,Thursday,UTA_1_750_01
7393.0,Thursday,UTA_1_750_00
7397.0,Thursday,UTA_1_701_00
7399.0,Thursday,UTA_1_701_00
7403.0,Thursday,UTA_1_701_00
7406.0,Thursday,UTA_1_750_00
7407.0,Thursday,UTA_1_209_00
7415.0,Thursday,UTA_1_703_00
7416.0,Thursday,UTA_1_750_01
7418.0,Thursday,UTA_1_209_00
7421.0,Thursday,UTA_1_701_00
7423.0,Thursday,UTA_1_47_00
7425.0,Thursday,UTA_1_209_00
7426.0,Thursday,UTA_1_701_00
7427.0,Thursday,UTA_1_47_00
7429.0,Thursday,UTA_1_209_00
7432.0,Thursday,UTA_1_47_00
7434.0,Thursday,UTA_1_209_00
7435.0,Thursday,UTA_1_701_00
7439.0,Thursday,UTA_1_701_00
7441.0,Thursday,UTA_1_750_01
7442.0,Thursday,UTA_1_750_01
7444.0,Thursday,UTA_1_701_01
7445.0,Thursday,UTA_1_701_00
7446.0,Thursday,UTA_1_209_00
7447.0,Thursday,UTA_1_750_01
7448.0,Thursday,UTA_1_750_01
7449.0,Thursday,UTA_1_47_00
7451.0,Thursday,UTA_1_209_01
7452.0,Thursday,UTA_1_750_00
7456.0,Thursday,UTA_1_701_00
7459.0,Thursday,UTA_1_701_01
7461.0,Thursday,UTA_1_750_01
7462.0,Thursday,UTA_1_209_00
7465.0,Thursday,UTA_1_209_00
7466.0,Thursday,UTA_1_701_00
7468.0,Thursday,UTA_1_701_01
7471.0,Thursday,UTA_1_750_00
7472.0,Thursday,UTA_1_701_00
7475.0,Thursday,UTA_1_209_00
7476.0,Thursday,UTA_1_209_01
7477.0,Thursday,UTA_1_209_00
7478.0,Thursday,UTA_1_47_00
7479.0,Thursday,UTA_1_701_01
7480.0,Thursday,UTA_1_750_01
7458.0,Thursday,UTA_1_750_00
7484.0,Thursday,UTA_1_701_00
7485.0,Thursday,UTA_1_209_00
7487.0,Thursday,UTA_1_209_00
7492.0,Thursday,UTA_1_701_00
7493.0,Thursday,UTA_1_209_00
7494.0,Thursday,UTA_1_750_01
7500.0,Thursday,UTA_1_47_00
7502.0,Thursday,UTA_1_701_01
7504.0,Thursday,UTA_1_701_00
7505.0,Thursday,UTA_1_209_01
7506.0,Thursday,UTA_1_701_00
7507.0,Thursday,UTA_1_209_00
7508.0,Thursday,UTA_1_750_01
7509.0,Thursday,UTA_1_701_00
7510.0,Thursday,UTA_1_47_00
7512.0,Thursday,UTA_1_701_01
7513.0,Thursday,UTA_1_701_01
7514.0,Thursday,UTA_1_750_00
7515.0,Thursday,UTA_1_209_00
7518.0,Thursday,UTA_1_47_00
7519.0,Thursday,UTA_1_750_01
7521.0,Thursday,UTA_1_701_01
7527.0,Thursday,UTA_1_750_00
7529.0,Thursday,UTA_1_701_00
7530.0,Thursday,UTA_1_701_00
7531.0,Thursday,UTA_1_750_01
7532.0,Thursday,UTA_1_701_01
7534.0,Thursday,UTA_1_750_00
7535.0,Thursday,UTA_1_750_00
7536.0,Thursday,UTA_1_209_01
7538.0,Thursday,UTA_1_701_01
7540.0,Thursday,UTA_1_750_00
7543.0,Thursday,UTA_1_750_00
7544.0,Thursday,UTA_1_750_00
7547.0,Thursday,UTA_1_209_01
7548.0,Thursday,UTA_1_750_00
7549.0,Thursday,UTA_1_701_01
7550.0,Thursday,UTA_1_209_01
7551.0,Thursday,UTA_1_701_01
7553.0,Thursday,UTA_1_750_00
7554.0,Thursday,UTA_1_750_01
7555.0,Thursday,UTA_1_750_00
7556.0,Thursday,UTA_1_209_01
7557.0,Thursday,UTA_1_750_00
